"company","category","size","title","level","city","url","updated"
"Wolt","E-commerce & Retail","xl","Customer Support Team Lead - Tel Aviv","Manager","תל אביב-יפו","https://il.linkedin.com/jobs/view/customer-support-team-lead-tel-aviv-at-wolt-4356456172?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-20"
"Wolt","E-commerce & Retail","xl","נציגי שירות בצ׳אט - תל אביב","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/%D7%A0%D7%A6%D7%99%D7%92%D7%99-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%91%D7%A6%D7%B3%D7%90%D7%98-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91-at-wolt-4180071511?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-20"
"Wolt","E-commerce & Retail","xl","נציגי שירות בצ׳אט- חיפה","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/%D7%A0%D7%A6%D7%99%D7%92%D7%99-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%91%D7%A6%D7%B3%D7%90%D7%98-%D7%97%D7%99%D7%A4%D7%94-at-wolt-4226099732?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-20"
"Israel Aerospace Industries","Aerospace","l","מנהל/ת תמיכה בלקוח","Manager","אשדוד","https://il.linkedin.com/jobs/view/%D7%9E%D7%A0%D7%94%D7%9C-%D7%AA-%D7%AA%D7%9E%D7%99%D7%9B%D7%94-%D7%91%D7%9C%D7%A7%D7%95%D7%97-at-iai-israel-aerospace-industries-4344626249?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-20"
"SITE123","Productivity","s","Technical Support Specialist (Full-Time, On-Site | Be’er Sheva – Gav Yam Park)","Representative","באר שבע","https://il.linkedin.com/jobs/view/technical-support-specialist-full-time-on-site-be%E2%80%99er-sheva-%E2%80%93-gav-yam-park-at-site123-4374047360?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-19"
"Medtronic","Health","l","Customer Service Representative - 9 months contract","Representative","הרצליה","https://il.linkedin.com/jobs/view/customer-service-representative-9-months-contract-at-medtronic-4375174545?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-19"
"Squaretalk","Telecommunications","s","Technical Support Specialist with Hebrew","Representative","ירושלים","https://il.linkedin.com/jobs/view/technical-support-specialist-with-hebrew-at-squaretalk-4383491534?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-18"
"Addressable","Digital Media","s","Customer Success Manager","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/customer-success-manager-at-addressable-io-4374747451?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-18"
"Radware","Cybersecurity","l","Help Desk","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/help-desk-at-radware-4371956094?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-17"
"CHEQ","Cybersecurity","l","Scale Customer Success Manager","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/scale-customer-success-manager-at-cheq-4374175407?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-17"
"Okoora","Fintech","s","Head of Customer Revenue","Executive","תל אביב-יפו","https://www.comeet.com/jobs/okoora/85.00C/head-of-customer-revenue/DD.464?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-16"
"proteanTecs","AI/ML","l","IT Support Engineer","Representative","חיפה","https://il.linkedin.com/jobs/view/it-support-engineer-at-proteantecs-4373568445?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-16"
"ADAMA Agricultural Solutions","Health","l","Customer Success","Representative","באר שבע","https://il.linkedin.com/jobs/view/customer-success-at-adama-ltd-4373581455?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-16"
"Mize","E-commerce & Retail","m","Support Specialist","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/support-specialist-at-mize-4372315943?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-15"
"Hyro","AI/ML","m","Technical Support Engineer (Tier 2)","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/technical-support-engineer-tier-2-at-hyro-4360582226?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-15"
"Quicklizard","E-commerce & Retail","m","Senior Customer Success Manager","Representative","אור יהודה","https://il.linkedin.com/jobs/view/senior-customer-success-manager-at-quicklizard-4372317996?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-15"
"Air Doctor","Health","m","Customer Care Shift Manager","Manager","בית נקופה","https://il.linkedin.com/jobs/view/customer-care-shift-manager-at-air-doctor-4371509224?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-12"
"PractiTest","Productivity","s","Customer Success Manager","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/customer-success-manager-at-practitest-test-management-4370985306?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-12"
"Port","Productivity","m","Support Operations","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/support-operations-at-port-io-4371146209?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-11"
"Optimove","AdTech","l","Operational Support Engineer- Student Position","Student","תל אביב-יפו","https://il.linkedin.com/jobs/view/operational-support-engineer-student-position-at-optimove-4371455402?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-11"
"CyberInt","Cybersecurity","m","Technical Support Team Lead","Manager","פתח תקווה","https://il.linkedin.com/jobs/view/technical-support-team-lead-at-cyberint-a-check-point-company-4363058817?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-11"
"Check Point Software Technologies","Cybersecurity","l","Technical Support Engineer - Entry Level","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/technical-support-engineer-entry-level-at-check-point-software-4355816623?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-11"
"Check Point Software Technologies","Cybersecurity","l","Technical Support Engineer","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/technical-support-engineer-at-check-point-software-4355940331?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-11"
"Netafim","Sustainable Technology","l","Global Customer Operations Representative","Representative","תל אביב-יפו","https://www.comeet.com/jobs/netafim/B7.002/global-customer-operations-representative/B8.566?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-08"
"CYMOTIVE Technologies","Cybersecurity","m","Help Desk","Representative","תל אביב-יפו","https://www.comeet.com/jobs/cymotive/F1.008/help-desk/86.464?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-01-29"
"Netafim","Sustainable Technology","l","רפרנט/ית שירותי פרט","Representative","תל אביב-יפו","https://www.comeet.com/jobs/netafim/B7.002/--/7D.264?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-01-11"
"VAST Data","Cloud Computing","l","Customer Support Tools & Automation Developer","Representative","תל אביב-יפו","https://www.comeet.com/jobs/vastdata/43.001/customer-support-tools--automation-developer/1B.848?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-12-10"
"BrandShield","Cybersecurity","m","Cyber Security Customer Success Manager","Representative","הרצליה","https://www.comeet.com/jobs/brandshield/13.002/cyber-security-customer-success-manager/75.530?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-12-09"
"VAST Data","Cloud Computing","l","Customer Support Engineer","Representative","תל אביב-יפו","https://www.comeet.com/jobs/vastdata/43.001/customer-support-engineer/96.61C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-12-03"
"Netafim","Sustainable Technology","l","Customer Service Representative","Representative","תל אביב-יפו","https://www.comeet.com/jobs/netafim/B7.002/customer-service-representative/88.F5C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-11-04"
"Cloudinary","Cloud Computing","l","Technical Customer Success Manager","Representative","פתח תקווה","https://jobs.lever.co/cloudinary/6b6590fc-95e4-466b-a429-c669b98db942?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"D-Fend Solutions","Aerospace","m","Global Technical Support  Director","Executive","רעננה","https://jobs.lever.co/d-fendsolutions/475cd149-568d-475d-a58a-08237828c7d2?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"D-Fend Solutions","Aerospace","m","Senior IT Helpdesk Team Leader","Manager","רעננה","https://jobs.lever.co/d-fendsolutions/792f6405-4589-471b-9f3a-ecfda22ca2b6?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"JFrog","Cloud Computing","l","Technical Success Manager","Representative","נתניה","https://join.jfrog.com/job/?job=7483387?gh_jid=7483387&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"Lightricks","Digital Media","l","Customer Success Manager","Representative","ירושלים","https://careers.lightricks.com/position?gh_jid=8402032002?gh_jid=8402032002&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"SimilarWeb","Productivity","l","Customer Success Manager - Enterprise","Representative","גבעתיים","http://www.similarweb.com/corp/jobs/?gh_jid=7461768&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"SimilarWeb","Productivity","l","VP, Customer Success - EMEA","Executive","גבעתיים","http://www.similarweb.com/corp/jobs/?gh_jid=7508785&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
